loan_id, no_of_dependents, education, self_employed, income_annum, loan_amount, loan_term, cibil_score, residential_assets_value, commercial_assets_value, luxury_assets_value, bank_asset_value, loan_status
4032,4, Not Graduate, Yes,5300000,18100000,2,318,4500000,1400000,16200000,5400000, Rejected
4033,0, Not Graduate, No,2800000,8000000,2,396,800000,4200000,8500000,3800000, Rejected
4034,0, Graduate, Yes,2900000,6900000,6,762,3800000,1400000,4200000,2800000, Approved
4035,2, Not Graduate, No,4300000,16300000,6,648,5700000,1600000,16000000,3200000, Approved
4036,0, Not Graduate, No,500000,2500000,2,852,1000000,1100000,1600000,100000, Approved
4037,5, Graduate, Yes,6900000,18600000,18,422,17100000,2100000,24400000,4500000, Approved
4038,0, Graduate, No,6200000,15900000,12,536,4900000,10900000,11000000,5800000, Rejected
4039,3, Not Graduate, Yes,3200000,8700000,14,633,7000000,3300000,11000000,4500000, Approved
4040,2, Not Graduate, Yes,3800000,10300000,14,343,12300000,5500000,6100000,4800000, Rejected
4041,1, Graduate, Yes,3400000,16900000,20,852,2800000,200000,13200000,2800000, Approved
4042,0, Graduate, No,6500000,24900000,4,783,15400000,0,3800000,4700000, Approved
4043,1, Graduate, No,7600000,18500000,8,386,2700000,15500000,20300000,1100000, Rejected
4044,0, Graduate, Yes,1200000,3000000,8,806,2300000,1400000,1100000,700000, Approved
4045,3, Not Graduate, Yes,4200000,11400000,12,569,11100000,700000,12700000,6200000, Approved
4046,1, Not Graduate, No,300000,300000,12,502,100000,300000,500000,300000, Rejected
4047,0, Graduate, Yes,4600000,14300000,16,868,6000000,5800000,16300000,3800000, Approved
4048,0, Graduate, No,2600000,11000000,12,611,8100000,900000,9200000,3400000, Rejected
4049,5, Graduate, Yes,3400000,12400000,6,436,3200000,4600000,6100000,400000, Rejected
4050,1, Not Graduate, Yes,4600000,8300000,12,786,11900000,6100000,15300000,6600000, Approved
4051,3, Not Graduate, No,3300000,12900000,20,730,7300000,5000000,9500000,3600000, Approved
4052,2, Not Graduate, No,4000000,15500000,12,415,3000000,8100000,8000000,500000, Rejected
4053,2, Graduate, Yes,7600000,15600000,12,707,20100000,7800000,12900000,8300000, Approved
4054,5, Graduate, No,8100000,28300000,4,678,15800000,18000000,10000000,1800000, Approved
4055,4, Graduate, Yes,200000,700000,2,465,100000,200000,100000,200000, Rejected
4056,3, Not Graduate, No,3900000,17000000,6,558,13000000,4500000,9000000,2000000, Approved
4057,1, Not Graduate, Yes,8400000,13000000,2,804,15300000,13800000,20100000,3300000, Approved
4058,5, Graduate, Yes,5300000,9400000,10,404,14100000,8200000,10900000,5200000, Rejected
4059,0, Graduate, Yes,2200000,6500000,18,734,2000000,100000,8400000,1600000, Approved
4060,3, Graduate, Yes,6000000,7100000,10,799,3900000,14700000,3300000,1100000, Approved
4061,3, Graduate, No,1600000,4300000,14,862,4200000,3800000,5600000,2000000, Approved
4062,5, Not Graduate, Yes,400000,1700000,18,495,1000000,300000,1300000,200000, Rejected
4063,0, Graduate, No,6300000,10000000,16,460,7000000,8800000,19900000,6100000, Rejected
4064,1, Not Graduate, Yes,5200000,14800000,14,861,13800000,10000000,12200000,5000000, Approved
4065,0, Not Graduate, Yes,7600000,37700000,16,578,14200000,17500000,8900000,1400000, Rejected
4066,1, Graduate, No,3500000,10600000,6,641,4700000,5100000,12300000,5200000, Approved
4067,5, Graduate, Yes,8500000,25400000,10,608,23800000,400000,26400000,6200000, Approved
4068,0, Graduate, No,4300000,13900000,8,609,9600000,7300000,14700000,1700000, Approved
4069,4, Not Graduate, Yes,7400000,12900000,16,675,13900000,1700000,9800000,5300000, Approved
4070,5, Not Graduate, Yes,1100000,1700000,10,554,3000000,1800000,2700000,1000000, Approved
4071,0, Graduate, Yes,1100000,4100000,20,535,2200000,1600000,2200000,100000, Rejected
4072,2, Graduate, No,7800000,20100000,4,540,25700000,12500000,21400000,4100000, Approved
4073,5, Not Graduate, No,8300000,17900000,4,694,24100000,3900000,26000000,7100000, Approved
4074,4, Graduate, Yes,9400000,10600000,16,791,13000000,11600000,10400000,10100000, Approved
4075,0, Not Graduate, No,3300000,14500000,16,633,5700000,5100000,3700000,1800000, Approved
4076,5, Not Graduate, Yes,400000,500000,14,707,1300000,300000,300000,300000, Approved
4077,4, Not Graduate, Yes,9800000,39200000,8,548,30900000,4400000,10300000,4000000, Rejected
4078,1, Not Graduate, No,6000000,15200000,2,764,5000000,3300000,8000000,3100000, Approved
4079,2, Not Graduate, No,2600000,8800000,8,536,2900000,5600000,2000000,2800000, Approved
4080,1, Graduate, Yes,7600000,15100000,10,553,10700000,8800000,13300000,4300000, Approved
4081,3, Graduate, Yes,9000000,14600000,10,333,27900000,14900000,25800000,4400000, Rejected
4082,4, Not Graduate, No,2900000,9100000,20,457,9500000,3700000,9500000,1500000, Rejected
4083,4, Graduate, No,7700000,29100000,18,743,21900000,16100000,13200000,7400000, Approved
4084,5, Graduate, Yes,7900000,14100000,16,352,8800000,10000000,6300000,7000000, Rejected
4085,0, Graduate, Yes,5100000,14000000,2,434,15900000,1200000,16100000,3400000, Rejected
4086,5, Graduate, No,6300000,17500000,4,766,1900000,3100000,11800000,6200000, Approved
4087,5, Graduate, No,2800000,5200000,10,824,4500000,100000,3900000,2800000, Approved
4088,2, Not Graduate, Yes,9300000,30300000,14,549,13400000,19300000,20000000,1100000, Approved
4089,0, Graduate, No,9800000,15500000,14,544,19300000,16300000,38200000,5600000, Rejected
4090,1, Graduate, Yes,9800000,29800000,6,606,20100000,18600000,17700000,4300000, Approved
4091,5, Not Graduate, Yes,7400000,10800000,4,762,7000000,13200000,28500000,9300000, Approved
4092,0, Not Graduate, No,600000,1800000,8,582,500000,1200000,800000,300000, Approved
4093,0, Graduate, Yes,3700000,8300000,16,404,10600000,9100000,3200000,2000000, Rejected
4094,0, Not Graduate, Yes,4500000,12600000,20,559,2000000,7400000,4700000,3800000, Approved
4095,1, Not Graduate, Yes,9600000,26300000,20,453,17500000,6100000,30800000,8300000, Rejected
4096,4, Graduate, No,5500000,25500000,12,711,4600000,1400000,13100000,6800000, Approved
4097,0, Not Graduate, Yes,5400000,16000000,2,385,6800000,8000000,13700000,3500000, Rejected
4098,5, Graduate, No,1600000,6800000,20,665,1800000,3100000,6200000,800000, Approved
4099,2, Graduate, Yes,7900000,15000000,4,378,20100000,11100000,17900000,7500000, Rejected
4100,3, Graduate, No,3400000,8200000,6,884,5800000,2600000,3100000,3800000, Approved
4101,3, Graduate, Yes,1100000,1400000,20,684,1300000,2000000,3300000,1600000, Approved
4102,4, Not Graduate, Yes,9800000,26300000,12,383,28800000,11000000,12000000,9500000, Rejected
4103,3, Not Graduate, No,2000000,7300000,4,876,1000000,1400000,5100000,1600000, Approved
4104,0, Graduate, No,300000,1300000,12,644,800000,600000,1000000,100000, Approved
4105,4, Graduate, No,900000,2900000,2,664,900000,1300000,2000000,1300000, Approved
4106,0, Not Graduate, Yes,4600000,16400000,8,338,14900000,3300000,7400000,4900000, Rejected
4107,3, Graduate, Yes,1200000,2100000,20,412,300000,1000000,3000000,400000, Rejected
4108,5, Graduate, Yes,8400000,9700000,6,785,17100000,12000000,7900000,6200000, Approved
4109,3, Not Graduate, Yes,5200000,21700000,18,581,11700000,5500000,8200000,4600000, Approved
4110,2, Graduate, Yes,3300000,5500000,12,670,6900000,1300000,7500000,1300000, Approved
4111,1, Not Graduate, No,200000,300000,14,893,600000,300000,300000,200000, Approved
4112,4, Not Graduate, Yes,4900000,23300000,16,557,2800000,8400000,3100000,5000000, Approved
4113,3, Graduate, No,1600000,7800000,12,528,2500000,0,4100000,700000, Rejected
4114,4, Not Graduate, Yes,9700000,33600000,2,782,29600000,13000000,18500000,14400000, Approved
4115,5, Graduate, No,3000000,7500000,20,339,9400000,4300000,5600000,4300000, Rejected
4116,3, Not Graduate, No,4800000,20800000,10,573,8900000,4000000,19100000,2300000, Approved
4117,2, Graduate, Yes,300000,500000,14,813,600000,300000,300000,200000, Approved
4118,3, Not Graduate, Yes,1400000,3800000,12,436,3800000,1100000,1500000,1900000, Rejected
4119,2, Graduate, No,2200000,5300000,14,482,6100000,2400000,7800000,1500000, Rejected
4120,1, Not Graduate, No,700000,3300000,8,583,2200000,1400000,700000,1000000, Rejected
4121,2, Graduate, Yes,7300000,34200000,18,344,21800000,8600000,27100000,2800000, Rejected
4122,2, Graduate, No,9400000,33900000,6,342,14700000,23400000,26800000,10500000, Rejected
4123,1, Not Graduate, No,9800000,14100000,14,451,23000000,9200000,23000000,9200000, Rejected
4124,1, Not Graduate, No,2800000,8200000,12,839,5000000,4900000,4100000,1600000, Approved
4125,3, Not Graduate, No,7900000,15700000,12,433,4700000,10800000,13900000,8700000, Rejected
4126,0, Not Graduate, No,5100000,23200000,2,739,14800000,9700000,17300000,700000, Approved
4127,0, Graduate, Yes,600000,900000,8,556,1300000,1300000,400000,300000, Approved
4128,4, Graduate, Yes,1000000,1200000,2,756,400000,1300000,3200000,500000, Approved
4129,5, Not Graduate, Yes,5500000,21000000,12,498,13400000,6800000,18700000,1500000, Rejected
4130,1, Graduate, No,4300000,12100000,14,825,4900000,10100000,12800000,600000, Approved
4131,0, Not Graduate, No,200000,900000,12,522,100000,500000,100000,100000, Rejected
4132,2, Graduate, Yes,9300000,12100000,16,775,20500000,23200000,28800000,3800000, Approved
4133,1, Graduate, No,7300000,30700000,8,799,19100000,2900000,22100000,2100000, Approved
4134,5, Not Graduate, Yes,5100000,5900000,8,559,9700000,0,2800000,1600000, Approved
4135,0, Not Graduate, Yes,9800000,10900000,10,700,2100000,10700000,35500000,12300000, Approved
4136,3, Graduate, No,9700000,27600000,6,371,20400000,17800000,9300000,2300000, Rejected
4137,2, Not Graduate, No,9700000,18300000,18,598,2200000,1800000,37500000,10800000, Approved
4138,2, Not Graduate, No,2700000,9100000,18,524,8800000,2500000,2000000,500000, Rejected
4139,4, Not Graduate, No,8800000,9700000,10,873,9500000,12800000,11700000,1400000, Approved
4140,1, Not Graduate, No,5100000,5800000,16,861,15700000,2700000,14900000,3700000, Approved
4141,5, Graduate, Yes,7300000,28500000,2,770,1800000,13300000,7200000,4600000, Approved
4142,5, Graduate, No,8600000,15800000,4,870,4500000,4900000,9900000,7400000, Approved
4143,2, Not Graduate, No,1800000,6500000,6,886,3000000,3800000,1000000,2000000, Approved
4144,2, Graduate, Yes,4500000,18000000,8,761,12200000,3900000,15300000,2400000, Approved
4145,1, Graduate, No,1400000,1700000,6,656,4600000,2100000,900000,500000, Approved
4146,4, Not Graduate, No,2900000,11800000,12,422,5600000,3900000,7900000,3600000, Rejected
4147,4, Graduate, No,4200000,8700000,16,790,5800000,3100000,10700000,1400000, Approved
4148,2, Not Graduate, No,8500000,21700000,10,416,2900000,9300000,19500000,10400000, Rejected
4149,4, Not Graduate, Yes,8600000,11600000,10,411,18300000,18200000,15600000,7900000, Rejected
4150,2, Graduate, No,4000000,17400000,2,828,5800000,5500000,6200000,2000000, Approved
4151,4, Not Graduate, No,3400000,11000000,6,368,10900000,500000,13100000,1800000, Rejected
4152,4, Graduate, No,5400000,16300000,18,385,9600000,9600000,17500000,3300000, Rejected
4153,2, Not Graduate, No,9100000,39500000,18,607,24800000,4200000,33900000,8400000, Rejected
4154,3, Graduate, Yes,9700000,22700000,4,651,29100000,11800000,29800000,14300000, Approved
4155,3, Graduate, No,2400000,11000000,2,327,1300000,2800000,8200000,1300000, Rejected
4156,0, Graduate, Yes,2000000,7800000,18,527,3300000,2400000,7700000,2800000, Rejected
4157,0, Graduate, No,7100000,33500000,4,435,22400000,600000,14800000,2700000, Rejected
4158,1, Not Graduate, Yes,3100000,14400000,12,481,5000000,2100000,11400000,800000, Rejected
4159,1, Not Graduate, Yes,2100000,10400000,18,408,4300000,300000,1400000,1800000, Rejected
4160,1, Graduate, No,500000,800000,16,707,1500000,500000,400000,700000, Approved
4161,5, Not Graduate, No,4100000,17200000,12,584,4000000,6400000,9100000,3200000, Rejected
4162,3, Not Graduate, Yes,4000000,16900000,8,876,12600000,6500000,8400000,4900000, Approved
4163,0, Not Graduate, Yes,5700000,20400000,16,304,8600000,900000,11600000,4300000, Rejected
4164,5, Not Graduate, Yes,2100000,4400000,14,767,4500000,600000,5000000,2700000, Approved
4165,1, Graduate, Yes,7200000,35000000,18,846,9200000,11900000,17200000,8900000, Approved
4166,5, Graduate, No,6800000,12400000,12,592,13200000,9000000,24100000,7200000, Approved
4167,1, Not Graduate, No,4700000,14100000,20,720,1700000,9800000,8000000,4500000, Approved
4168,0, Not Graduate, Yes,1900000,5900000,16,564,800000,1000000,3100000,1600000, Rejected
4169,0, Graduate, Yes,5100000,8400000,2,657,8000000,1500000,15100000,7300000, Approved
4170,2, Not Graduate, Yes,6800000,26500000,6,845,8900000,6200000,18800000,6000000, Approved
4171,5, Graduate, No,3800000,5200000,16,618,8500000,6100000,12900000,2200000, Approved
4172,3, Graduate, Yes,2700000,10200000,4,647,900000,3300000,4300000,3600000, Approved
4173,0, Not Graduate, Yes,5100000,22400000,16,893,3800000,1300000,2700000,5200000, Approved
4174,1, Not Graduate, No,3600000,8600000,8,598,3200000,600000,13700000,3200000, Approved
4175,2, Graduate, Yes,4100000,15700000,6,404,6800000,6900000,2700000,4300000, Rejected
4176,3, Not Graduate, Yes,3600000,5900000,12,710,3700000,2700000,10400000,2100000, Approved
4177,5, Not Graduate, Yes,3100000,13600000,20,716,2000000,5200000,5000000,2100000, Approved
4178,0, Graduate, Yes,7200000,34600000,18,442,15600000,5300000,14300000,2700000, Rejected
4179,0, Not Graduate, No,4700000,7600000,10,737,12500000,3700000,16100000,6100000, Approved
4180,4, Graduate, Yes,4700000,17700000,2,338,11600000,2500000,9300000,4800000, Rejected
4181,0, Not Graduate, Yes,6600000,20000000,18,492,7300000,16200000,6600000,8300000, Rejected
4182,4, Not Graduate, No,3700000,11600000,18,813,11200000,100000,11600000,2000000, Approved
4183,2, Graduate, Yes,1100000,4200000,14,671,2400000,300000,600000,1600000, Rejected
4184,2, Not Graduate, No,8500000,25100000,14,664,18900000,17800000,12400000,5100000, Approved
4185,0, Graduate, Yes,700000,2400000,12,673,600000,200000,1700000,400000, Approved
4186,4, Graduate, Yes,5800000,11200000,2,399,5800000,4100000,11800000,8400000, Rejected
4187,1, Not Graduate, Yes,2800000,7000000,4,877,4900000,1800000,7500000,2800000, Approved
4188,0, Not Graduate, Yes,2200000,9800000,4,479,2200000,3800000,4000000,3100000, Rejected
4189,3, Not Graduate, No,600000,900000,20,772,1500000,600000,1100000,600000, Approved
4190,0, Graduate, Yes,9000000,30500000,2,894,11000000,18900000,15500000,4000000, Approved
4191,1, Not Graduate, No,4400000,7600000,12,444,3100000,8200000,15900000,2800000, Rejected
4192,1, Not Graduate, No,3500000,15400000,8,681,2500000,4600000,2000000,4600000, Approved
4193,3, Graduate, Yes,7400000,24500000,2,325,4600000,4600000,28000000,5800000, Rejected
4194,4, Graduate, No,500000,1300000,20,682,800000,1000000,900000,500000, Approved
4195,5, Not Graduate, Yes,5700000,11400000,2,565,1200000,12300000,10100000,1900000, Approved
4196,5, Graduate, Yes,5000000,13700000,18,343,9900000,10500000,15200000,3300000, Rejected
4197,1, Graduate, Yes,5600000,27100000,16,703,6600000,700000,10400000,7100000, Approved
4198,1, Graduate, Yes,1400000,4300000,16,882,2800000,2400000,3700000,2000000, Approved
4199,1, Graduate, Yes,9500000,27300000,4,349,31200000,16700000,34800000,5300000, Rejected
4200,1, Graduate, Yes,2500000,10000000,18,836,7700000,5900000,8700000,900000, Approved
4201,0, Graduate, No,6800000,17100000,12,806,14300000,4500000,15700000,900000, Approved
4202,3, Not Graduate, Yes,7500000,20300000,10,629,11800000,14700000,22600000,2100000, Rejected
4203,0, Graduate, Yes,3500000,8200000,14,841,8800000,6000000,6600000,4400000, Approved
4204,0, Graduate, No,1400000,2200000,8,485,4500000,3100000,4500000,1000000, Rejected
4205,2, Graduate, Yes,3100000,12000000,6,732,5600000,5400000,3400000,1600000, Approved
4206,4, Not Graduate, No,8100000,36400000,6,719,4300000,17300000,5300000,9600000, Approved
4207,2, Graduate, No,9000000,39500000,12,648,24600000,8100000,21500000,10900000, Approved
4208,2, Graduate, No,9300000,39500000,14,800,2200000,3700000,11700000,5600000, Approved
4209,1, Graduate, Yes,2400000,6700000,6,826,6500000,2200000,7300000,3300000, Approved
4210,4, Not Graduate, No,6100000,13000000,6,772,2900000,12400000,5200000,4600000, Approved
4211,1, Not Graduate, Yes,1600000,5700000,20,653,900000,500000,800000,700000, Approved
4212,5, Not Graduate, Yes,7100000,34200000,12,887,19700000,11300000,20300000,9700000, Approved
4213,0, Graduate, No,4200000,16400000,18,633,10400000,10400000,9500000,1300000, Approved
4214,4, Not Graduate, No,7100000,21200000,8,682,14600000,15900000,27200000,10600000, Approved
4215,4, Not Graduate, Yes,6900000,25900000,6,413,20100000,11600000,9400000,6600000, Rejected
4216,2, Not Graduate, Yes,9900000,39500000,6,493,29800000,19600000,9200000,13700000, Rejected
4217,2, Not Graduate, No,4900000,22900000,12,843,8400000,1400000,2800000,1700000, Approved
4218,5, Graduate, No,3500000,14200000,16,599,12200000,4400000,7200000,2300000, Approved
4219,4, Graduate, Yes,5300000,14500000,12,607,7300000,7000000,4500000,7000000, Approved
4220,0, Graduate, Yes,1700000,3600000,6,790,1300000,3300000,5500000,2200000, Approved
4221,3, Not Graduate, No,1200000,3600000,20,495,3600000,800000,900000,1600000, Rejected
4222,4, Graduate, Yes,5200000,12000000,12,459,8200000,1400000,19400000,2600000, Rejected
4223,2, Graduate, Yes,8200000,39100000,8,305,25300000,14300000,19600000,7900000, Rejected
4224,4, Not Graduate, No,5400000,16400000,2,439,2200000,6700000,15900000,3500000, Rejected
4225,3, Graduate, Yes,7800000,22500000,12,607,4400000,16400000,7500000,4300000, Approved
4226,1, Graduate, Yes,1900000,4500000,14,735,600000,2300000,1500000,1600000, Approved
4227,0, Not Graduate, No,4600000,16400000,20,497,10100000,9700000,8000000,5100000, Approved
4228,0, Graduate, Yes,6200000,19100000,6,567,18300000,7900000,14400000,5100000, Approved
4229,4, Not Graduate, Yes,3600000,5500000,4,433,5500000,7000000,9100000,1500000, Rejected
4230,4, Graduate, Yes,300000,1300000,20,790,100000,500000,500000,400000, Approved
4231,2, Graduate, Yes,900000,2200000,12,615,1300000,600000,1300000,1300000, Approved
4232,2, Graduate, No,9200000,25100000,2,386,12400000,7100000,36200000,5600000, Rejected
4233,3, Not Graduate, Yes,6100000,11100000,4,666,14200000,13700000,8900000,7900000, Approved
